,Age,Overall,Potential
4844,25,71,72
4845,29,71,71
4846,25,71,71
4847,29,71,71
4848,34,71,71
4849,26,71,72
4850,33,71,71
4851,34,71,71
4852,22,70,79
4853,23,70,74
4854,22,70,79
4855,29,70,70
4856,20,70,82
4857,28,70,70
4858,26,70,70
4859,29,70,70
4860,30,70,70
4861,23,70,76
4862,31,70,70
4863,29,70,70
4864,29,70,70
4865,34,70,70
4866,22,70,79
4867,19,70,84
4868,29,70,70
4869,21,70,78
4870,30,70,70
4871,20,70,78
4872,26,70,74
4873,23,70,76
4874,22,70,79
4875,23,70,77
4876,25,70,73
4877,32,70,70
4878,36,70,70
4879,25,70,75
4880,37,70,70
4881,24,70,76
4882,31,70,70
4883,25,70,73
4884,23,70,77
4885,33,70,70
4886,28,70,71
4887,26,70,71
4888,26,70,71
4889,24,70,76
4890,23,70,77
4891,25,70,70
4892,29,70,70
4893,25,70,74
4894,24,70,73
4895,32,70,70
4896,22,70,78
4897,20,70,80
4898,31,70,70
4899,21,70,77
4900,26,70,73
4901,28,70,71
4902,32,70,70
4903,29,70,70
4904,27,70,71
4905,39,70,70
4906,31,70,70
4907,23,70,79
4908,29,70,70
4909,33,70,70
4910,29,70,70
4911,24,70,76
4912,23,70,78
4913,27,70,72
4914,20,70,82
4915,29,70,70
4916,21,70,79
4917,29,70,70
4918,19,70,81
4919,33,70,70
4920,36,70,70
4921,37,70,70
4922,25,70,73
4923,27,70,71
4924,26,70,71
4925,23,70,75
4926,25,70,73
4927,26,70,71
4928,27,70,70
4929,25,70,75
4930,22,70,76
4931,35,70,70
4932,34,70,70
4933,31,70,70
4934,27,70,70
4935,30,70,70
4936,30,70,70
4937,34,70,70
4938,24,70,76
4939,24,70,77
4940,21,70,81
4941,26,70,71
4942,27,70,70
4943,24,70,74
4944,29,70,70
4945,28,70,70
4946,32,70,70
4947,23,70,75
4948,33,70,70
4949,26,70,70
4950,25,70,72
4951,23,70,74
4952,21,70,81
4953,29,70,70
4954,33,70,70
4955,19,70,82
4956,27,70,71
4957,27,70,72
4958,22,70,76
4959,20,70,80
4960,29,70,70
4961,29,70,70
4962,21,70,77
4963,35,70,70
4964,19,70,80
4965,29,70,70
4966,21,70,77
4967,26,70,72
4968,30,70,70
4969,29,70,70
4970,32,70,70
4971,28,70,71
4972,27,70,71
4973,24,70,76
4974,30,70,70
4975,31,70,70
4976,29,70,70
4977,21,70,78
4978,27,70,70
4979,29,70,70
4980,22,70,79
4981,29,70,70
4982,34,70,70
4983,28,70,70
4984,26,70,73
4985,26,70,72
4986,23,70,76
4987,27,70,72
4988,23,70,76
4989,29,70,70
4990,21,70,78
4991,36,70,70
4992,25,70,73
4993,28,70,71
4994,25,70,73
4995,25,70,76
4996,31,70,70
4997,25,70,71
4998,28,70,70
4999,29,70,70
5000,25,70,73
5001,33,70,70
5002,27,70,70
5003,29,70,70
5004,26,70,71
5005,26,70,73
5006,30,70,70
5007,28,70,70
5008,33,70,70
5009,25,70,70
5010,32,70,70
5011,20,70,81
5012,26,70,72
5013,28,70,70
5014,25,70,72
5015,26,70,70
5016,31,70,70
5017,33,70,70
5018,29,70,70
5019,38,70,70
5020,34,70,70
5021,23,70,76
5022,23,70,77
5023,22,70,77
5024,25,70,70
5025,25,70,72
5026,30,70,70
5027,23,70,80
5028,24,70,74
5029,23,70,78
5030,32,70,70
5031,21,70,80
5032,23,70,76
5033,29,70,70
5034,31,70,70
5035,27,70,70
5036,26,70,72
5037,25,70,70
5038,26,70,74
5039,26,70,73
5040,31,70,70
5041,21,70,80
5042,35,70,70
5043,27,70,70
5044,26,70,70
5045,27,70,70
5046,29,70,70
5047,25,70,70
5048,21,70,85
5049,26,70,71
5050,26,70,71
5051,22,70,76
5052,21,70,81
5053,30,70,70
5054,26,70,72
5055,33,70,70
5056,32,70,70
5057,26,70,74
5058,28,70,70
5059,28,70,70
5060,26,70,71
5061,22,70,76
5062,33,70,70
5063,24,70,76
5064,23,70,79
5065,22,70,78
5066,30,70,70
5067,34,70,70
5068,27,70,71
5069,26,70,73
5070,26,70,72
5071,32,70,70
5072,26,70,73
5073,28,70,71
5074,21,70,78
5075,34,70,70
5076,34,70,70
5077,28,70,70
5078,23,70,77
5079,24,70,77
5080,25,70,70
5081,29,70,70
5082,25,70,73
5083,26,70,73
5084,24,70,75
5085,31,70,70
5086,30,70,70
5087,28,70,70
5088,33,70,70
5089,25,70,70
5090,22,70,80
5091,22,70,78
5092,23,70,75
5093,30,70,70
5094,27,70,70
5095,26,70,71
5096,27,70,70
5097,29,70,70
5098,21,70,83
5099,24,70,74
5100,22,70,78
5101,23,70,75
5102,27,70,70
5103,30,70,70
5104,23,70,77
5105,33,70,70
5106,25,70,74
5107,21,70,79
5108,26,70,71
5109,21,70,80
5110,33,70,70
5111,19,70,85
5112,26,70,70
5113,23,70,75
5114,24,70,74
5115,26,70,73
5116,23,70,75
5117,29,70,70
5118,31,70,70
5119,31,70,70
5120,20,70,82
5121,25,70,73
5122,29,70,70
5123,31,70,70
5124,32,70,70
5125,27,70,72
5126,22,70,77
5127,32,70,70
5128,29,70,70
5129,24,70,74
5130,38,70,70
5131,23,70,78
5132,30,70,70
5133,32,70,70
5134,27,70,70
5135,23,70,75
5136,29,70,70
5137,19,70,85
5138,30,70,70
5139,23,70,77
5140,25,70,70
5141,32,70,70
5142,24,70,74
5143,25,70,74
5144,21,70,78
5145,35,70,70
5146,29,70,70
5147,25,70,73
5148,32,70,70
5149,28,70,71
5150,34,70,70
5151,25,70,74
5152,28,70,70
5153,25,70,73
5154,23,70,76
5155,26,70,71
5156,28,70,70
5157,33,70,70
5158,27,70,70
5159,29,70,70
5160,31,70,70
5161,30,70,70
5162,38,70,70
5163,33,70,70
5164,33,70,70
5165,28,70,70
5166,35,70,70
5167,22,70,80
5168,19,70,85
5169,30,70,70
5170,26,70,70
5171,24,70,75
5172,29,70,70
5173,25,70,75
5174,25,70,72
5175,26,70,73
5176,20,70,80
5177,27,70,70
5178,31,70,70
5179,33,70,70
5180,20,70,84
5181,20,70,82
5182,28,70,70
5183,32,70,70
5184,25,70,70
5185,22,70,79
5186,20,70,75
5187,28,70,70
5188,28,70,70
5189,31,70,70
5190,26,70,73
5191,33,70,70
5192,29,70,70
5193,30,70,70
5194,28,70,70
5195,28,70,70
5196,21,70,83
5197,31,70,70
5198,32,70,70
5199,23,70,77
5200,25,70,74
5201,24,70,76
5202,26,70,71
5203,31,70,70
5204,24,70,75
5205,24,70,76
5206,19,70,80
5207,29,70,70
5208,28,70,70
5209,26,70,70
5210,25,70,74
5211,29,70,70
5212,27,70,71
5213,24,70,74
5214,26,70,73
5215,29,70,70
5216,22,70,82
5217,28,70,70
5218,28,70,70
5219,26,70,71
5220,25,70,75
5221,23,70,77
5222,23,70,78
5223,28,70,70
5224,23,70,79
5225,27,70,71
5226,28,70,71
5227,27,70,72
5228,27,70,71
5229,27,70,71
5230,26,70,73
5231,29,70,70
5232,22,70,75
5233,25,70,70
5234,27,70,72
5235,31,70,70
5236,25,70,70
5237,22,70,77
5238,32,70,70
5239,33,70,70
5240,26,70,70
5241,31,70,70
5242,23,70,75
5243,22,70,78
5244,22,70,77
5245,32,70,70
5246,25,70,75
5247,25,70,74
5248,30,70,70
5249,24,70,76
5250,30,70,70
5251,27,70,70
5252,27,70,71
5253,21,70,80
5254,27,70,70
5255,27,70,73
5256,28,70,70
5257,18,70,80
5258,33,70,70
5259,22,70,79
5260,25,70,73
5261,29,70,70
5262,25,70,74
5263,35,70,70
5264,21,70,76
5265,26,70,72
5266,28,70,70
5267,34,70,70
5268,25,70,73
5269,27,70,71
5270,26,70,73
5271,24,70,74
5272,29,70,70
5273,30,70,70
5274,29,70,70
5275,27,70,71
5276,21,70,82
5277,32,70,70
5278,29,70,70
5279,29,70,70
5280,31,70,70
5281,25,70,75
5282,20,70,82
5283,26,70,72
5284,27,70,71
5285,26,70,71
5286,26,70,71
5287,30,70,70
5288,22,70,77
5289,21,70,77
5290,31,70,70
5291,31,70,70
5292,37,70,70
5293,22,70,75
5294,29,70,70
5295,27,70,70
5296,23,70,77
5297,28,70,70
5298,22,70,75
5299,30,70,70
5300,24,70,78
5301,26,70,72
5302,34,70,70
5303,34,70,70
5304,30,70,70
5305,25,70,74
5306,35,70,70
5307,29,70,70
5308,27,70,70
5309,29,70,70
5310,27,70,70
5311,27,70,70
5312,28,70,70
5313,32,70,70
5314,44,70,70
5315,27,70,71
5316,25,70,75
5317,25,70,76
5318,28,70,70
5319,22,70,79
5320,29,70,70
5321,33,70,70
5322,26,70,72
5323,29,70,70
5324,29,70,70
5325,20,70,78
5326,20,70,77
5327,27,70,70
5328,23,70,74
5329,21,70,79
5330,26,70,70
5331,29,70,70
5332,19,70,81
5333,28,70,70
5334,25,70,73
5335,21,70,78
5336,28,70,70
5337,30,70,70
5338,28,70,71
5339,29,70,70
5340,23,70,78
5341,35,70,70
5342,20,70,84
5343,29,70,70
5344,26,70,73
5345,31,70,70
5346,21,70,78
5347,19,70,80
5348,21,70,77
5349,32,70,70
5350,26,70,72
5351,27,70,70
5352,31,70,70
5353,29,70,70
5354,29,70,70
5355,33,70,70
5356,24,70,74
5357,31,70,70
5358,26,70,72
5359,26,70,74
5360,25,70,72
5361,29,70,70
5362,25,70,75
5363,27,70,71
5364,28,70,70
5365,33,70,70
5366,26,70,72
5367,31,70,70
5368,20,70,84
5369,37,70,70
5370,27,70,70
5371,21,70,81
5372,26,70,74
5373,30,70,70
5374,27,70,70
5375,28,70,70
5376,29,70,70
5377,23,70,77
5378,38,70,70
5379,24,70,74
5380,37,70,70
5381,27,70,71
5382,33,70,70
5383,21,70,78
5384,27,70,70
5385,28,70,70
5386,33,70,70
5387,31,70,70
5388,25,70,73
5389,19,70,82
5390,26,70,72
5391,25,70,72
5392,23,70,75
5393,29,70,70
5394,26,70,71
5395,27,70,70
5396,29,70,70
5397,31,70,70
5398,37,70,70
5399,27,70,70
5400,30,70,70
5401,24,70,73
5402,33,70,70
5403,35,70,70
5404,36,70,70
5405,22,70,77
5406,20,70,79
5407,24,70,77
5408,29,70,70
5409,26,70,72
5410,23,70,76
5411,29,70,70
5412,23,70,75
5413,21,70,77
5414,29,70,70
5415,26,70,72
5416,28,70,70
5417,27,70,71
5418,26,70,72
5419,22,70,78
5420,32,70,70
5421,22,70,79
5422,33,70,70
5423,26,70,73
5424,22,70,76
5425,26,70,72
5426,27,70,71
5427,21,70,84
5428,22,70,77
5429,26,70,71
5430,29,70,70
5431,31,70,70
5432,33,70,70
5433,31,70,70
5434,30,70,70
5435,30,70,70
5436,28,70,70
5437,25,70,73
5438,34,70,70
5439,37,70,70
5440,25,70,73
5441,31,70,70
5442,19,70,82
5443,31,70,70
5444,23,70,78
5445,29,70,70
5446,22,70,78
5447,26,70,73
5448,23,70,77
5449,20,70,84
5450,23,70,79
5451,27,70,70
5452,26,70,72
5453,25,70,74
5454,26,70,74
5455,21,70,77
5456,25,70,73
5457,29,70,70
5458,25,70,73
5459,39,70,70
5460,26,70,72
5461,32,70,70
5462,21,70,79
5463,26,70,72
5464,22,70,80
5465,29,70,70
5466,22,70,76
5467,27,70,72
5468,28,70,70
5469,25,70,70
5470,20,70,80
5471,36,70,70
5472,25,70,72
5473,23,70,77
5474,31,70,70
5475,24,70,74
5476,33,70,70
5477,25,70,70
5478,33,70,70
5479,28,70,70
5480,22,70,77
5481,20,70,80
5482,25,70,72
5483,28,70,70
5484,35,70,70
5485,24,70,77
5486,30,70,70
5487,25,70,75
5488,25,70,73
5489,23,70,80
5490,22,70,78
5491,25,70,73
5492,29,70,70
5493,26,70,73
5494,26,70,71
5495,25,70,70
5496,24,70,75
5497,25,70,72
5498,20,70,80
5499,29,70,70
5500,25,70,73
5501,32,70,70
5502,35,70,70
5503,31,70,70
5504,22,70,80
5505,29,70,70
5506,34,70,70
5507,24,70,73
5508,24,70,74
5509,25,70,72
5510,21,70,78
5511,29,70,70
5512,26,70,71
5513,24,70,75
5514,20,70,81
5515,21,70,79
5516,26,70,74
5517,28,70,70
5518,25,70,74
5519,27,70,70
5520,30,70,70
5521,31,70,70
5522,23,70,77
5523,31,70,70
5524,25,70,71
5525,25,70,72
5526,29,70,70
5527,24,70,76
5528,29,70,70
5529,20,70,80
5530,29,70,70
5531,25,70,74
5532,23,70,77
5533,29,70,70
5534,30,70,70
5535,25,70,74
5536,29,70,70
5537,29,70,70
5538,32,70,70
5539,20,70,80
5540,23,70,81
5541,23,70,76
5542,32,70,70
5543,24,70,74
5544,34,70,70
5545,36,70,70
5546,29,70,70
5547,23,70,77
5548,29,70,70
5549,27,70,70
5550,24,70,74
5551,24,70,72
5552,28,70,71
5553,31,70,70
5554,31,70,70
5555,23,70,77
5556,23,70,79
5557,22,70,76
5558,34,70,70
5559,31,70,70
5560,28,70,70
5561,21,70,78
5562,25,70,73
5563,23,70,77
5564,34,70,70
5565,28,70,70
5566,28,70,70
5567,28,70,70
5568,25,70,70
5569,31,70,70
5570,31,70,70
5571,25,70,75
5572,31,70,70
5573,26,70,72
5574,24,70,74
5575,33,70,70
5576,20,70,82
5577,26,70,72
5578,18,70,85
5579,30,70,70
5580,29,70,70
5581,27,70,71
5582,25,70,72
5583,29,70,70
5584,33,70,70
5585,28,70,71
5586,26,70,70
5587,24,70,76
5588,21,70,77
5589,32,70,70
5590,23,70,75
5591,26,70,72
5592,37,70,70
5593,33,70,70
5594,32,70,70
5595,23,70,76
5596,23,70,76
5597,22,70,75
5598,23,70,77
5599,29,70,70
5600,29,70,70
5601,26,70,71
5602,22,70,75
5603,29,70,70
5604,28,70,70
5605,28,70,70
5606,29,70,70
5607,31,70,70
5608,25,70,74
5609,37,70,70
5610,32,70,70
5611,37,70,70
5612,30,70,70
5613,28,70,70
5614,23,70,76
5615,28,70,70
5616,38,70,70
5617,25,70,70
5618,19,70,82
5619,28,70,70
5620,33,70,70
5621,33,70,70
5622,30,70,70
5623,27,70,70
5624,25,70,72
5625,19,70,85
5626,28,70,70
5627,28,70,71
5628,28,70,70
5629,33,70,70
5630,26,70,71
5631,24,70,74
5632,31,70,70
5633,20,70,81
5634,33,70,70
5635,24,70,74
5636,24,70,74
5637,27,70,70
5638,26,70,73
5639,22,70,80
5640,33,70,70
5641,24,70,75
5642,26,70,72
5643,23,70,78
5644,21,70,78
5645,27,70,70
5646,26,70,73
5647,33,70,70
5648,28,70,70
5649,23,70,76
5650,25,70,70
5651,24,70,76
5652,22,70,76
5653,35,70,70
5654,30,70,70
5655,25,70,73
5656,24,70,76
5657,24,70,75
5658,21,70,78
5659,22,70,80
5660,27,70,70
5661,28,70,70
5662,36,70,70
5663,30,70,70
5664,28,70,70
5665,24,70,71
5666,36,70,70
5667,21,70,76
5668,29,70,70
5669,24,70,74
5670,27,70,73
5671,27,70,71
5672,38,70,70
5673,25,70,73
5674,24,70,76
5675,20,70,86
5676,32,70,70
5677,25,70,74
5678,31,70,70
5679,28,70,71
5680,24,70,74
5681,27,70,70
5682,21,70,79
5683,25,70,73
5684,32,70,70
5685,26,70,72
5686,32,70,70
5687,31,70,70
5688,31,70,70
5689,32,70,70
5690,30,70,70
5691,24,70,76
5692,23,70,75
5693,27,70,70
5694,27,70,70
5695,25,70,72
5696,25,70,74
5697,22,70,81
5698,25,70,75
5699,29,70,70
5700,25,70,70
5701,23,70,77
5702,28,70,70
5703,25,70,73
5704,27,70,72
5705,23,70,75
5706,25,70,70
5707,25,70,74
5708,19,70,83
5709,30,70,70
5710,27,70,70
5711,24,70,74
5712,27,70,71
5713,31,70,70
5714,26,70,74
5715,27,70,70
5716,27,70,70
5717,33,70,70
5718,22,70,76
5719,24,70,77
5720,28,70,70
5721,32,70,70
5722,24,70,75
5723,31,70,70
5724,22,70,76
5725,32,70,70
5726,20,70,81
5727,28,70,70
5728,28,70,70
5729,27,70,72
5730,28,70,70
5731,22,70,75
5732,31,70,70
5733,23,70,76
5734,27,70,71
5735,26,70,74
5736,29,70,70
5737,26,70,73
5738,22,70,79
5739,31,70,70
5740,21,70,78
5741,25,70,73
5742,29,70,70
5743,23,70,75
5744,25,70,72
5745,26,70,73
5746,21,70,78
5747,27,70,70
5748,25,70,74
5749,31,70,70
5750,23,70,77
5751,32,70,70
5752,36,70,70
5753,24,70,74
5754,25,70,70
5755,33,70,70
5756,22,70,75
5757,25,69,71
5758,23,69,73
5759,23,69,74
5760,21,69,80
5761,25,69,72
5762,21,69,76
5763,26,69,72
5764,27,69,71
5765,25,69,73
5766,27,69,69
5767,31,69,69
5768,22,69,77
5769,21,69,81
5770,28,69,70
5771,20,69,78
5772,27,69,70
5773,26,69,71
5774,23,69,75
5775,32,69,69
5776,30,69,69
5777,33,69,69
5778,26,69,72
5779,22,69,78
5780,20,69,75
5781,25,69,70
5782,23,69,74
5783,21,69,78
5784,25,69,69
5785,22,69,78
5786,26,69,70
5787,31,69,69
5788,27,69,71
5789,23,69,75
5790,29,69,69
5791,31,69,69
5792,26,69,70
5793,20,69,80
5794,24,69,71
5795,24,69,72
5796,25,69,72
5797,23,69,76
5798,32,69,69
5799,31,69,69
5800,34,69,69
5801,24,69,72
5802,24,69,74
5803,29,69,69
5804,20,69,78
5805,31,69,69
5806,25,69,71
5807,21,69,75
5808,21,69,79
5809,23,69,73
5810,28,69,69
5811,29,69,69
5812,31,69,69
5813,25,69,69
5814,29,69,69
5815,26,69,72
5816,24,69,74
5817,25,69,72
5818,25,69,69
5819,27,69,69
5820,29,69,69
5821,37,69,69
5822,19,69,78
5823,28,69,69
5824,26,69,71
5825,23,69,74
5826,25,69,72
5827,24,69,72
5828,22,69,77
5829,29,69,69
5830,23,69,75
5831,29,69,69
5832,29,69,69
5833,26,69,71
5834,24,69,75
5835,29,69,69
5836,22,69,78
5837,25,69,69
5838,26,69,72
5839,25,69,72
5840,33,69,69
5841,30,69,69
5842,28,69,70
5843,25,69,71
5844,25,69,72
5845,29,69,69
5846,19,69,82
5847,35,69,69
5848,24,69,75
5849,26,69,71
5850,26,69,71
5851,23,69,75
5852,23,69,78
5853,23,69,74
5854,29,69,69
5855,27,69,69
5856,25,69,73
5857,33,69,69
5858,20,69,80
5859,22,69,78
5860,27,69,69
5861,26,69,73
5862,29,69,69
5863,28,69,69
5864,32,69,69
5865,36,69,69
5866,30,69,69
5867,25,69,72
5868,20,69,79
5869,23,69,74
5870,23,69,76
5871,25,69,73
5872,26,69,69
5873,23,69,72
5874,35,69,69
5875,31,69,69
5876,24,69,72
5877,25,69,72
5878,23,69,75
5879,27,69,69
5880,27,69,69
5881,27,69,70
5882,28,69,69
5883,23,69,74
5884,33,69,69
5885,23,69,74
5886,24,69,74
5887,27,69,69
5888,24,69,74
5889,24,69,74
5890,22,69,77
5891,22,69,79
5892,21,69,79
5893,31,69,69
5894,29,69,69
5895,28,69,69
5896,26,69,72
5897,25,69,72
5898,21,69,80
5899,24,69,75
5900,33,69,69
5901,24,69,74
5902,25,69,69
5903,22,69,77
5904,29,69,69
5905,22,69,76
5906,30,69,69
5907,29,69,69
5908,25,69,72
5909,25,69,72
5910,28,69,72
5911,27,69,69
5912,30,69,69
5913,24,69,72
5914,30,69,69
5915,27,69,69
5916,26,69,69
5917,21,69,77
5918,25,69,74
5919,26,69,73
5920,28,69,69
5921,22,69,76
5922,29,69,69
5923,34,69,69
5924,22,69,75
5925,23,69,75
5926,25,69,72
5927,25,69,72
5928,27,69,69
5929,22,69,79
5930,25,69,71
5931,30,69,69
5932,26,69,72
5933,28,69,69
5934,32,69,69
5935,29,69,69
5936,32,69,69
5937,34,69,69
5938,29,69,69
5939,27,69,70
5940,24,69,73
5941,22,69,79
5942,31,69,69
5943,32,69,69
5944,28,69,69
5945,25,69,74
5946,32,69,69
5947,35,69,69
5948,23,69,76
5949,24,69,75
5950,33,69,69
5951,20,69,77
5952,25,69,72
5953,31,69,69
5954,26,69,70
5955,22,69,75
5956,29,69,69
5957,26,69,72
5958,23,69,80
5959,24,69,73
5960,30,69,69
5961,25,69,71
5962,20,69,82
5963,22,69,79
5964,24,69,74
5965,21,69,81
5966,27,69,69
5967,24,69,76
5968,20,69,77
5969,26,69,70
5970,28,69,69
5971,26,69,71
5972,23,69,76
5973,25,69,73
5974,36,69,69
5975,30,69,69
5976,25,69,72
5977,23,69,76
5978,21,69,79
5979,30,69,69
5980,24,69,71
5981,36,69,69
5982,23,69,75
5983,31,69,69
5984,31,69,69
5985,29,69,69
5986,30,69,69
5987,34,69,69
5988,25,69,71
5989,27,69,69
5990,33,69,69
5991,30,69,70
5992,34,69,69
5993,32,69,69
5994,23,69,74
5995,24,69,74
5996,35,69,69
5997,30,69,69
5998,32,69,69
5999,24,69,73
6000,19,69,78
6001,19,69,81
6002,28,69,69
6003,24,69,75
6004,25,69,73
6005,25,69,74
6006,30,69,69
6007,25,69,72
6008,39,69,69
6009,24,69,74
6010,34,69,69
6011,20,69,77
6012,34,69,69
6013,21,69,81
6014,25,69,75
6015,23,69,76
6016,26,69,70
6017,27,69,70
6018,26,69,71
6019,24,69,74
6020,24,69,77
6021,28,69,69
6022,27,69,69
6023,23,69,74
6024,36,69,69
6025,36,69,69
6026,37,69,69
6027,27,69,71
6028,28,69,69
6029,19,69,78
6030,30,69,69
6031,30,69,69
6032,29,69,69
6033,25,69,71
6034,28,69,69
6035,22,69,76
6036,27,69,69
6037,29,69,70
6038,24,69,75
6039,25,69,69
6040,23,69,76
6041,30,69,69
6042,31,69,69
6043,27,69,71
6044,31,69,69
6045,29,69,69
6046,34,69,69
6047,24,69,76
6048,28,69,69
6049,29,69,69
6050,31,69,69
6051,28,69,69
6052,21,69,77
6053,34,69,69
6054,26,69,70
6055,32,69,69
6056,21,69,79
6057,21,69,76
6058,18,69,84
6059,28,69,69
6060,26,69,71
6061,34,69,69
6062,24,69,73
6063,29,69,69
6064,26,69,70
6065,29,69,69
6066,28,69,69
6067,26,69,73
6068,32,69,69
6069,22,69,79
6070,31,69,69
6071,32,69,69
6072,30,69,69
6073,32,69,69
6074,25,69,69
6075,20,69,84
6076,30,69,69
6077,28,69,69
6078,26,69,71
6079,29,69,69
6080,26,69,70
6081,22,69,78
6082,20,69,78
6083,21,69,79
6084,24,69,72
6085,28,69,71
6086,29,69,69
6087,34,69,69
6088,31,69,69
6089,33,69,69
6090,28,69,69
6091,35,69,69
6092,33,69,69
6093,25,69,69
6094,24,69,76
6095,30,69,69
6096,27,69,70
6097,26,69,70
6098,26,69,70
6099,26,69,72
6100,27,69,69
6101,26,69,72
6102,26,69,69
6103,32,69,69
6104,30,69,69
6105,27,69,70
6106,27,69,69
6107,22,69,78
6108,33,69,69
6109,28,69,69
6110,33,69,69
6111,22,69,75
6112,19,69,77
6113,27,69,72
6114,28,69,69
6115,25,69,71
6116,27,69,70
6117,22,69,76
6118,33,69,69
6119,26,69,71
6120,26,69,72
6121,20,69,76
6122,23,69,78
6123,31,69,69
6124,30,69,69
6125,24,69,72
6126,27,69,70
6127,27,69,70
6128,30,69,69
6129,36,69,69
6130,24,69,73
6131,33,69,69
6132,23,69,77
6133,33,69,69
6134,29,69,69
6135,31,69,69
6136,25,69,71
6137,24,69,74
6138,36,69,69
6139,35,69,69
6140,25,69,72
6141,26,69,70
6142,22,69,75
6143,29,69,69
6144,28,69,70
6145,25,69,72
6146,30,69,69
6147,33,69,69
6148,29,69,69
6149,26,69,70
6150,28,69,69
6151,30,69,69
6152,23,69,76
6153,21,69,80
6154,20,69,81
6155,25,69,71
6156,23,69,76
6157,32,69,69
6158,23,69,75
6159,23,69,74
6160,18,69,85
6161,30,69,69
6162,21,69,76
6163,20,69,76
6164,22,69,78
6165,31,69,69
6166,25,69,74
6167,23,69,75
6168,22,69,79
6169,30,69,69
6170,22,69,77
6171,30,69,69
6172,19,69,77
6173,32,69,69
6174,28,69,69
6175,33,69,69
6176,27,69,71
6177,25,69,72
6178,33,69,69
6179,23,69,74
6180,30,69,69
6181,32,69,69
6182,30,69,69
6183,29,69,69
6184,26,69,71
6185,34,69,69
6186,34,69,69
6187,25,69,71
6188,25,69,72
6189,33,69,69
6190,26,69,72
6191,28,69,69
6192,24,69,74
6193,24,69,74
6194,27,69,70
6195,23,69,74
6196,22,69,75
6197,26,69,70
6198,23,69,74
6199,23,69,76
6200,20,69,78
6201,29,69,69
6202,21,69,75
6203,25,69,73
6204,24,69,74
6205,22,69,75
6206,30,69,69
6207,31,69,69
6208,25,69,72
6209,24,69,75
6210,28,69,69
6211,31,69,69
6212,25,69,71
6213,31,69,69
6214,23,69,74
6215,25,69,69
6216,29,69,69
6217,28,69,69
6218,26,69,72
6219,28,69,69
6220,35,69,69
6221,30,69,69
6222,23,69,74
6223,30,69,69
6224,22,69,77
6225,29,69,69
6226,30,69,69
6227,24,69,73
6228,21,69,73
6229,23,69,76
6230,31,69,69
6231,33,69,69
6232,26,69,70
6233,30,69,69
6234,24,69,73
6235,35,69,69
6236,25,69,72
6237,31,69,69
6238,29,69,69
6239,21,69,75
6240,24,69,74
6241,26,69,69
6242,32,69,69
6243,25,69,69
6244,32,69,69
6245,28,69,69
6246,22,69,77
6247,24,69,73
6248,33,69,69
6249,26,69,71
6250,19,69,80
6251,29,69,69
6252,34,69,69
6253,21,69,76
6254,25,69,71
6255,23,69,76
6256,29,69,69
6257,25,69,73
6258,22,69,76
6259,20,69,78
6260,21,69,76
6261,27,69,70
6262,30,69,69
6263,24,69,74
6264,23,69,75
6265,29,69,69
6266,27,69,71
6267,23,69,74
6268,25,69,74
6269,33,69,69
6270,25,69,72
6271,30,69,69
6272,22,69,77
6273,25,69,69
6274,28,69,69
6275,34,69,69
6276,28,69,71
6277,25,69,73
6278,21,69,79
6279,22,69,76
6280,21,69,80
6281,29,69,69
6282,20,69,79
6283,25,69,69
6284,28,69,70
6285,31,69,69
6286,26,69,72
6287,25,69,72
6288,27,69,70
6289,31,69,69
6290,22,69,79
6291,26,69,73
6292,27,69,69
6293,31,69,69
6294,31,69,69
6295,24,69,74
6296,21,69,78
6297,28,69,69
6298,29,69,69
6299,29,69,69
6300,29,69,69
6301,25,69,73
6302,20,69,78
6303,21,69,79
6304,27,69,69
6305,28,69,69
6306,25,69,70
6307,25,69,72
6308,30,69,69
6309,26,69,71
6310,25,69,72
6311,22,69,77
6312,25,69,69
6313,32,69,69
6314,27,69,69
6315,20,69,82
6316,29,69,69
6317,24,69,74
6318,33,69,69
6319,33,69,69
6320,29,69,69
6321,27,69,70
6322,27,69,69
6323,24,69,74
6324,20,69,82
6325,23,69,77
6326,31,69,69
6327,22,69,76
6328,20,69,78
6329,29,69,69
6330,29,69,69
6331,25,69,71
6332,35,69,69
6333,24,69,72
6334,22,69,78
6335,32,69,69
6336,32,69,69
6337,31,69,69
6338,27,69,71
6339,21,69,76
6340,32,69,69
6341,29,69,69
6342,22,69,75
6343,32,69,69
6344,24,69,75
6345,23,69,77
6346,25,69,75
6347,22,69,78
6348,23,69,74
6349,20,69,79
6350,25,69,72
6351,29,69,69
6352,33,69,69
6353,19,69,81
6354,28,69,69
6355,28,69,69
6356,24,69,74
6357,33,69,69
6358,19,69,82
6359,23,69,75
6360,22,69,79
6361,29,69,71
6362,29,69,69
6363,29,69,69
6364,21,69,78
6365,28,69,69
6366,28,69,69
6367,33,69,69
6368,20,69,78
6369,21,69,81
6370,27,69,72
6371,32,69,69
6372,25,69,75
6373,27,69,69
6374,23,69,73
6375,19,69,84
6376,24,69,75
6377,35,69,69
6378,23,69,75
6379,31,69,69
6380,27,69,71
6381,28,69,69
6382,25,69,71
6383,21,69,77
6384,25,69,71
6385,24,69,76
6386,33,69,69
6387,26,69,72
6388,24,69,76
6389,23,69,75
6390,29,69,69
6391,25,69,69
6392,24,69,74
6393,25,69,72
6394,34,69,69
6395,31,69,69
6396,22,69,78
6397,22,69,73
